"County","State","State_FIPS","County_FIPS","Category","Percent_Change_Mortality_Rate_1980_2014"
"Bremer County"," Iowa","19","017","Cardiovascular diseases",-44.68
"Buchanan County"," Iowa","19","019","Cardiovascular diseases",-43.02
"Buena Vista County"," Iowa","19","021","Cardiovascular diseases",-50.48
"Butler County"," Iowa","19","023","Cardiovascular diseases",-29.2
"Calhoun County"," Iowa","19","025","Cardiovascular diseases",-48.5
"Carroll County"," Iowa","19","027","Cardiovascular diseases",-46.72
"Cass County"," Iowa","19","029","Cardiovascular diseases",-43.99
"Cedar County"," Iowa","19","031","Cardiovascular diseases",-39.37
"Cerro Gordo County"," Iowa","19","033","Cardiovascular diseases",-35.23
"Cherokee County"," Iowa","19","035","Cardiovascular diseases",-49.87
"Chickasaw County"," Iowa","19","037","Cardiovascular diseases",-38.75
"Clarke County"," Iowa","19","039","Cardiovascular diseases",-36.99
"Clay County"," Iowa","19","041","Cardiovascular diseases",-48.39
"Clayton County"," Iowa","19","043","Cardiovascular diseases",-53.46
"Clinton County"," Iowa","19","045","Cardiovascular diseases",-34.45
"Crawford County"," Iowa","19","047","Cardiovascular diseases",-50.19
"Dallas County"," Iowa","19","049","Cardiovascular diseases",-56.87
"Davis County"," Iowa","19","051","Cardiovascular diseases",-48.35
"Decatur County"," Iowa","19","053","Cardiovascular diseases",-38.98
"Delaware County"," Iowa","19","055","Cardiovascular diseases",-55.27
"Des Moines County"," Iowa","19","057","Cardiovascular diseases",-41.83
"Dickinson County"," Iowa","19","059","Cardiovascular diseases",-44.59
"Dubuque County"," Iowa","19","061","Cardiovascular diseases",-51.46
"Emmet County"," Iowa","19","063","Cardiovascular diseases",-45.29
"Fayette County"," Iowa","19","065","Cardiovascular diseases",-47.49
"Floyd County"," Iowa","19","067","Cardiovascular diseases",-31.54
"Franklin County"," Iowa","19","069","Cardiovascular diseases",-32.7
"Fremont County"," Iowa","19","071","Cardiovascular diseases",-52.13
"Greene County"," Iowa","19","073","Cardiovascular diseases",-44.65
"Grundy County"," Iowa","19","075","Cardiovascular diseases",-41.85
"Guthrie County"," Iowa","19","077","Cardiovascular diseases",-41.78
"Hamilton County"," Iowa","19","079","Cardiovascular diseases",-43.12
"Hancock County"," Iowa","19","081","Cardiovascular diseases",-42.83
"Hardin County"," Iowa","19","083","Cardiovascular diseases",-34.64
"Harrison County"," Iowa","19","085","Cardiovascular diseases",-51.58
"Henry County"," Iowa","19","087","Cardiovascular diseases",-31.67
"Howard County"," Iowa","19","089","Cardiovascular diseases",-35.75
"Humboldt County"," Iowa","19","091","Cardiovascular diseases",-34.27
"Ida County"," Iowa","19","093","Cardiovascular diseases",-47.81
"Iowa County"," Iowa","19","095","Cardiovascular diseases",-48.19
"Jackson County"," Iowa","19","097","Cardiovascular diseases",-44
"Jasper County"," Iowa","19","099","Cardiovascular diseases",-46.49
"Jefferson County"," Iowa","19","101","Cardiovascular diseases",-43.64
"Johnson County"," Iowa","19","103","Cardiovascular diseases",-48.86
"Jones County"," Iowa","19","105","Cardiovascular diseases",-48.43
"Keokuk County"," Iowa","19","107","Cardiovascular diseases",-49.93
"Kossuth County"," Iowa","19","109","Cardiovascular diseases",-43.09
"Lee County"," Iowa","19","111","Cardiovascular diseases",-34.35
"Linn County"," Iowa","19","113","Cardiovascular diseases",-48.29
"Louisa County"," Iowa","19","115","Cardiovascular diseases",-40.56
"Lucas County"," Iowa","19","117","Cardiovascular diseases",-44.88
"Lyon County"," Iowa","19","119","Cardiovascular diseases",-39.24
"Madison County"," Iowa","19","121","Cardiovascular diseases",-49.27
"Mahaska County"," Iowa","19","123","Cardiovascular diseases",-45.54
"Marion County"," Iowa","19","125","Cardiovascular diseases",-36.88
"Marshall County"," Iowa","19","127","Cardiovascular diseases",-41.21
"Mills County"," Iowa","19","129","Cardiovascular diseases",-49.69
"Mitchell County"," Iowa","19","131","Cardiovascular diseases",-38.28
"Monona County"," Iowa","19","133","Cardiovascular diseases",-35.67
"Monroe County"," Iowa","19","135","Cardiovascular diseases",-36.41
"Montgomery County"," Iowa","19","137","Cardiovascular diseases",-34.5
"Muscatine County"," Iowa","19","139","Cardiovascular diseases",-35.8
"O'Brien County"," Iowa","19","141","Cardiovascular diseases",-46.3
"Osceola County"," Iowa","19","143","Cardiovascular diseases",-34.59
"Page County"," Iowa","19","145","Cardiovascular diseases",-44.31
"Palo Alto County"," Iowa","19","147","Cardiovascular diseases",-45.98
"Plymouth County"," Iowa","19","149","Cardiovascular diseases",-50.71
"Pocahontas County"," Iowa","19","151","Cardiovascular diseases",-45.59
"Polk County"," Iowa","19","153","Cardiovascular diseases",-48.92
"Pottawattamie County"," Iowa","19","155","Cardiovascular diseases",-51.42
"Poweshiek County"," Iowa","19","157","Cardiovascular diseases",-35.51
"Ringgold County"," Iowa","19","159","Cardiovascular diseases",-46.5
"Sac County"," Iowa","19","161","Cardiovascular diseases",-45.5
"Scott County"," Iowa","19","163","Cardiovascular diseases",-51.53
"Shelby County"," Iowa","19","165","Cardiovascular diseases",-48.29
"Sioux County"," Iowa","19","167","Cardiovascular diseases",-50.86
"Story County"," Iowa","19","169","Cardiovascular diseases",-43.25
"Tama County"," Iowa","19","171","Cardiovascular diseases",-42.97
"Taylor County"," Iowa","19","173","Cardiovascular diseases",-42.85
"Union County"," Iowa","19","175","Cardiovascular diseases",-33.38
"Van Buren County"," Iowa","19","177","Cardiovascular diseases",-45.75
"Wapello County"," Iowa","19","179","Cardiovascular diseases",-36.55
"Warren County"," Iowa","19","181","Cardiovascular diseases",-50.14
"Washington County"," Iowa","19","183","Cardiovascular diseases",-41.24
"Wayne County"," Iowa","19","185","Cardiovascular diseases",-33.32
"Webster County"," Iowa","19","187","Cardiovascular diseases",-34.35
"Winnebago County"," Iowa","19","189","Cardiovascular diseases",-44.32
"Winneshiek County"," Iowa","19","191","Cardiovascular diseases",-48.71
"Woodbury County"," Iowa","19","193","Cardiovascular diseases",-47.95
"Worth County"," Iowa","19","195","Cardiovascular diseases",-38.4
"Wright County"," Iowa","19","197","Cardiovascular diseases",-46.21
"Allen County"," Kansas","20","001","Cardiovascular diseases",-33.64
"Anderson County"," Kansas","20","003","Cardiovascular diseases",-47.81
"Atchison County"," Kansas","20","005","Cardiovascular diseases",-45.8
"Barber County"," Kansas","20","007","Cardiovascular diseases",-36.11
"Barton County"," Kansas","20","009","Cardiovascular diseases",-46.52
"Bourbon County"," Kansas","20","011","Cardiovascular diseases",-40.32
"Brown County"," Kansas","20","013","Cardiovascular diseases",-35.52
"Butler County"," Kansas","20","015","Cardiovascular diseases",-34.63
"Chase County"," Kansas","20","017","Cardiovascular diseases",-43
"Chautauqua County"," Kansas","20","019","Cardiovascular diseases",-36.18
"Cherokee County"," Kansas","20","021","Cardiovascular diseases",-38.13
"Cheyenne County"," Kansas","20","023","Cardiovascular diseases",-49.98
"Clark County"," Kansas","20","025","Cardiovascular diseases",-33.19
"Clay County"," Kansas","20","027","Cardiovascular diseases",-47.06
"Cloud County"," Kansas","20","029","Cardiovascular diseases",-42
"Coffey County"," Kansas","20","031","Cardiovascular diseases",-36.92
"Comanche County"," Kansas","20","033","Cardiovascular diseases",-29.3
"Cowley County"," Kansas","20","035","Cardiovascular diseases",-33.39
"Crawford County"," Kansas","20","037","Cardiovascular diseases",-38.15
"Decatur County"," Kansas","20","039","Cardiovascular diseases",-39.52
"Dickinson County"," Kansas","20","041","Cardiovascular diseases",-35.91
"Doniphan County"," Kansas","20","043","Cardiovascular diseases",-44.34
"Douglas County"," Kansas","20","045","Cardiovascular diseases",-44.68
"Edwards County"," Kansas","20","047","Cardiovascular diseases",-42.11
"Elk County"," Kansas","20","049","Cardiovascular diseases",-36.18
"Ellis County"," Kansas","20","051","Cardiovascular diseases",-40.72
"Ellsworth County"," Kansas","20","053","Cardiovascular diseases",-36.84
"Finney County"," Kansas","20","055","Cardiovascular diseases",-49.92
"Ford County"," Kansas","20","057","Cardiovascular diseases",-39.4
"Franklin County"," Kansas","20","059","Cardiovascular diseases",-38.6
"Geary County"," Kansas","20","061","Cardiovascular diseases",-43.77
"Gove County"," Kansas","20","063","Cardiovascular diseases",-37.59
"Graham County"," Kansas","20","065","Cardiovascular diseases",-35.89
"Grant County"," Kansas","20","067","Cardiovascular diseases",-49.79
"Gray County"," Kansas","20","069","Cardiovascular diseases",-50.19
"Greeley County"," Kansas","20","071","Cardiovascular diseases",-50.63
"Greenwood County"," Kansas","20","073","Cardiovascular diseases",-28.43
"Hamilton County"," Kansas","20","075","Cardiovascular diseases",-45.59
"Harper County"," Kansas","20","077","Cardiovascular diseases",-34.38
"Harvey County"," Kansas","20","079","Cardiovascular diseases",-35.3
"Haskell County"," Kansas","20","081","Cardiovascular diseases",-46.4
"Hodgeman County"," Kansas","20","083","Cardiovascular diseases",-53.7
"Jackson County"," Kansas","20","085","Cardiovascular diseases",-42.02
"Jefferson County"," Kansas","20","087","Cardiovascular diseases",-46.55
"Jewell County"," Kansas","20","089","Cardiovascular diseases",-49.56
"Johnson County"," Kansas","20","091","Cardiovascular diseases",-43.4
"Kearny County"," Kansas","20","093","Cardiovascular diseases",-44.31
"Kingman County"," Kansas","20","095","Cardiovascular diseases",-39.98
"Kiowa County"," Kansas","20","097","Cardiovascular diseases",-39.38
"Labette County"," Kansas","20","099","Cardiovascular diseases",-32.8
"Lane County"," Kansas","20","101","Cardiovascular diseases",-39.12
"Leavenworth County"," Kansas","20","103","Cardiovascular diseases",-47.37
"Lincoln County"," Kansas","20","105","Cardiovascular diseases",-39.39
"Linn County"," Kansas","20","107","Cardiovascular diseases",-41.67
"Logan County"," Kansas","20","109","Cardiovascular diseases",-42.24
"Lyon County"," Kansas","20","111","Cardiovascular diseases",-43.97
"Marion County"," Kansas","20","115","Cardiovascular diseases",-36.39
"Marshall County"," Kansas","20","117","Cardiovascular diseases",-49.45
"McPherson County"," Kansas","20","113","Cardiovascular diseases",-30.49
"Meade County"," Kansas","20","119","Cardiovascular diseases",-47.94
"Miami County"," Kansas","20","121","Cardiovascular diseases",-47.28
"Mitchell County"," Kansas","20","123","Cardiovascular diseases",-40.63
"Montgomery County"," Kansas","20","125","Cardiovascular diseases",-37.81
"Morris County"," Kansas","20","127","Cardiovascular diseases",-48.1
"Morton County"," Kansas","20","129","Cardiovascular diseases",-41.53
"Nemaha County"," Kansas","20","131","Cardiovascular diseases",-42.49
"Neosho County"," Kansas","20","133","Cardiovascular diseases",-37.18
"Ness County"," Kansas","20","135","Cardiovascular diseases",-38.17
"Norton County"," Kansas","20","137","Cardiovascular diseases",-36.43
"Osage County"," Kansas","20","139","Cardiovascular diseases",-33.63
"Osborne County"," Kansas","20","141","Cardiovascular diseases",-40.72
"Ottawa County"," Kansas","20","143","Cardiovascular diseases",-41.8
"Pawnee County"," Kansas","20","145","Cardiovascular diseases",-51.97
"Phillips County"," Kansas","20","147","Cardiovascular diseases",-33.31
"Pottawatomie County"," Kansas","20","149","Cardiovascular diseases",-40.27
"Pratt County"," Kansas","20","151","Cardiovascular diseases",-32.22
"Rawlins County"," Kansas","20","153","Cardiovascular diseases",-43.17
"Reno County"," Kansas","20","155","Cardiovascular diseases",-46.82
"Republic County"," Kansas","20","157","Cardiovascular diseases",-42.92
"Rice County"," Kansas","20","159","Cardiovascular diseases",-40.24
"Riley County"," Kansas","20","161","Cardiovascular diseases",-52.31
"Rooks County"," Kansas","20","163","Cardiovascular diseases",-40.2
"Rush County"," Kansas","20","165","Cardiovascular diseases",-42.22
"Russell County"," Kansas","20","167","Cardiovascular diseases",-43.15
"Saline County"," Kansas","20","169","Cardiovascular diseases",-44.64
"Scott County"," Kansas","20","171","Cardiovascular diseases",-39.15
"Sedgwick County"," Kansas","20","173","Cardiovascular diseases",-41.17
"Seward County"," Kansas","20","175","Cardiovascular diseases",-49.9
"Shawnee County"," Kansas","20","177","Cardiovascular diseases",-40.48
"Sheridan County"," Kansas","20","179","Cardiovascular diseases",-41.65
"Sherman County"," Kansas","20","181","Cardiovascular diseases",-45.06
"Smith County"," Kansas","20","183","Cardiovascular diseases",-38.45
"Stafford County"," Kansas","20","185","Cardiovascular diseases",-34.05
"Stanton County"," Kansas","20","187","Cardiovascular diseases",-50.95
"Stevens County"," Kansas","20","189","Cardiovascular diseases",-49.29
"Sumner County"," Kansas","20","191","Cardiovascular diseases",-41.68
"Thomas County"," Kansas","20","193","Cardiovascular diseases",-37.3
"Trego County"," Kansas","20","195","Cardiovascular diseases",-29.75
"Wabaunsee County"," Kansas","20","197","Cardiovascular diseases",-45.33
"Wallace County"," Kansas","20","199","Cardiovascular diseases",-47.08
"Washington County"," Kansas","20","201","Cardiovascular diseases",-45.05
"Wichita County"," Kansas","20","203","Cardiovascular diseases",-44.67
"Wilson County"," Kansas","20","205","Cardiovascular diseases",-30.41
"Woodson County"," Kansas","20","207","Cardiovascular diseases",-28.17
"Wyandotte County"," Kansas","20","209","Cardiovascular diseases",-41.91
"Adair County"," Kentucky","21","001","Cardiovascular diseases",-34.41
"Allen County"," Kentucky","21","003","Cardiovascular diseases",-42.54
"Anderson County"," Kentucky","21","005","Cardiovascular diseases",-43.19
"Ballard County"," Kentucky","21","007","Cardiovascular diseases",-37.8
"Barren County"," Kentucky","21","009","Cardiovascular diseases",-45.25
"Bath County"," Kentucky","21","011","Cardiovascular diseases",-28.7
"Bell County"," Kentucky","21","013","Cardiovascular diseases",-29.72
"Boone County"," Kentucky","21","015","Cardiovascular diseases",-55.94
"Bourbon County"," Kentucky","21","017","Cardiovascular diseases",-42.11
"Boyd County"," Kentucky","21","019","Cardiovascular diseases",-42.86
"Boyle County"," Kentucky","21","021","Cardiovascular diseases",-47.92
"Bracken County"," Kentucky","21","023","Cardiovascular diseases",-46.04
"Breathitt County"," Kentucky","21","025","Cardiovascular diseases",-15.96
"Breckinridge County"," Kentucky","21","027","Cardiovascular diseases",-43.69
"Bullitt County"," Kentucky","21","029","Cardiovascular diseases",-58.94
"Butler County"," Kentucky","21","031","Cardiovascular diseases",-45.19
"Caldwell County"," Kentucky","21","033","Cardiovascular diseases",-37.86
"Calloway County"," Kentucky","21","035","Cardiovascular diseases",-38.82
"Campbell County"," Kentucky","21","037","Cardiovascular diseases",-56.15
"Carlisle County"," Kentucky","21","039","Cardiovascular diseases",-39.85
"Carroll County"," Kentucky","21","041","Cardiovascular diseases",-47.64
"Carter County"," Kentucky","21","043","Cardiovascular diseases",-39.21
"Casey County"," Kentucky","21","045","Cardiovascular diseases",-35.47
"Christian County"," Kentucky","21","047","Cardiovascular diseases",-35.87
"Clark County"," Kentucky","21","049","Cardiovascular diseases",-32.35
"Clay County"," Kentucky","21","051","Cardiovascular diseases",-9.36
"Clinton County"," Kentucky","21","053","Cardiovascular diseases",-30.83
"Crittenden County"," Kentucky","21","055","Cardiovascular diseases",-33.57
"Cumberland County"," Kentucky","21","057","Cardiovascular diseases",-22.92
"Daviess County"," Kentucky","21","059","Cardiovascular diseases",-51.89
"Edmonson County"," Kentucky","21","061","Cardiovascular diseases",-50.33
"Elliott County"," Kentucky","21","063","Cardiovascular diseases",-45.47
"Estill County"," Kentucky","21","065","Cardiovascular diseases",-15.86
"Fayette County"," Kentucky","21","067","Cardiovascular diseases",-51.73
"Fleming County"," Kentucky","21","069","Cardiovascular diseases",-25.59
"Floyd County"," Kentucky","21","071","Cardiovascular diseases",-28.71
"Franklin County"," Kentucky","21","073","Cardiovascular diseases",-50.88
"Fulton County"," Kentucky","21","075","Cardiovascular diseases",-33.01
"Gallatin County"," Kentucky","21","077","Cardiovascular diseases",-32.77
"Garrard County"," Kentucky","21","079","Cardiovascular diseases",-45.52
"Grant County"," Kentucky","21","081","Cardiovascular diseases",-45.51
"Graves County"," Kentucky","21","083","Cardiovascular diseases",-41.17
"Grayson County"," Kentucky","21","085","Cardiovascular diseases",-36.62
"Green County"," Kentucky","21","087","Cardiovascular diseases",-34.51
"Greenup County"," Kentucky","21","089","Cardiovascular diseases",-44.39
"Hancock County"," Kentucky","21","091","Cardiovascular diseases",-50.13
"Hardin County"," Kentucky","21","093","Cardiovascular diseases",-45.19
"Harlan County"," Kentucky","21","095","Cardiovascular diseases",-31.9
"Harrison County"," Kentucky","21","097","Cardiovascular diseases",-35.04
"Hart County"," Kentucky","21","099","Cardiovascular diseases",-43.84
"Henderson County"," Kentucky","21","101","Cardiovascular diseases",-43.14
"Henry County"," Kentucky","21","103","Cardiovascular diseases",-49.67
"Hickman County"," Kentucky","21","105","Cardiovascular diseases",-42.96
"Hopkins County"," Kentucky","21","107","Cardiovascular diseases",-29.24
"Jackson County"," Kentucky","21","109","Cardiovascular diseases",-11.7
"Jefferson County"," Kentucky","21","111","Cardiovascular diseases",-53.73
"Jessamine County"," Kentucky","21","113","Cardiovascular diseases",-52.2
"Johnson County"," Kentucky","21","115","Cardiovascular diseases",-43.34
"Kenton County"," Kentucky","21","117","Cardiovascular diseases",-52.63
"Knott County"," Kentucky","21","119","Cardiovascular diseases",-29.57
"Knox County"," Kentucky","21","121","Cardiovascular diseases",-31.43
"Larue County"," Kentucky","21","123","Cardiovascular diseases",-38.62
"Laurel County"," Kentucky","21","125","Cardiovascular diseases",-33.53
"Lawrence County"," Kentucky","21","127","Cardiovascular diseases",-35.6
"Lee County"," Kentucky","21","129","Cardiovascular diseases",-16.74
"Leslie County"," Kentucky","21","131","Cardiovascular diseases",-9.95
"Letcher County"," Kentucky","21","133","Cardiovascular diseases",-26.12
"Lewis County"," Kentucky","21","135","Cardiovascular diseases",-44.49
"Lincoln County"," Kentucky","21","137","Cardiovascular diseases",-44.42
"Livingston County"," Kentucky","21","139","Cardiovascular diseases",-31.31
"Logan County"," Kentucky","21","141","Cardiovascular diseases",-42.29
"Lyon County"," Kentucky","21","143","Cardiovascular diseases",-39.34
"Madison County"," Kentucky","21","151","Cardiovascular diseases",-40.78
"Magoffin County"," Kentucky","21","153","Cardiovascular diseases",-38.14
"Marion County"," Kentucky","21","155","Cardiovascular diseases",-47.61
"Marshall County"," Kentucky","21","157","Cardiovascular diseases",-30.89
"Martin County"," Kentucky","21","159","Cardiovascular diseases",-29.64
"Mason County"," Kentucky","21","161","Cardiovascular diseases",-41.5
"McCracken County"," Kentucky","21","145","Cardiovascular diseases",-36.23
"McCreary County"," Kentucky","21","147","Cardiovascular diseases",-43.95
"McLean County"," Kentucky","21","149","Cardiovascular diseases",-44.02
"Meade County"," Kentucky","21","163","Cardiovascular diseases",-49.85
"Menifee County"," Kentucky","21","165","Cardiovascular diseases",-39.15
"Mercer County"," Kentucky","21","167","Cardiovascular diseases",-38.9
"Metcalfe County"," Kentucky","21","169","Cardiovascular diseases",-36.58
"Monroe County"," Kentucky","21","171","Cardiovascular diseases",-24.7
"Montgomery County"," Kentucky","21","173","Cardiovascular diseases",-34.32
"Morgan County"," Kentucky","21","175","Cardiovascular diseases",-46.09
"Muhlenberg County"," Kentucky","21","177","Cardiovascular diseases",-40.67
"Nelson County"," Kentucky","21","179","Cardiovascular diseases",-45.33
"Nicholas County"," Kentucky","21","181","Cardiovascular diseases",-21.6
"Ohio County"," Kentucky","21","183","Cardiovascular diseases",-41.61
"Oldham County"," Kentucky","21","185","Cardiovascular diseases",-54.55
"Owen County"," Kentucky","21","187","Cardiovascular diseases",-43.32
"Owsley County"," Kentucky","21","189","Cardiovascular diseases",0.61
"Pendleton County"," Kentucky","21","191","Cardiovascular diseases",-42.96
"Perry County"," Kentucky","21","193","Cardiovascular diseases",-13.37
"Pike County"," Kentucky","21","195","Cardiovascular diseases",-37.22
"Powell County"," Kentucky","21","197","Cardiovascular diseases",-15.61
"Pulaski County"," Kentucky","21","199","Cardiovascular diseases",-38.09
"Robertson County"," Kentucky","21","201","Cardiovascular diseases",-28.78
"Rockcastle County"," Kentucky","21","203","Cardiovascular diseases",-23.99
"Rowan County"," Kentucky","21","205","Cardiovascular diseases",-39.1
"Russell County"," Kentucky","21","207","Cardiovascular diseases",-33.9
"Scott County"," Kentucky","21","209","Cardiovascular diseases",-43.56
"Shelby County"," Kentucky","21","211","Cardiovascular diseases",-45.9
"Simpson County"," Kentucky","21","213","Cardiovascular diseases",-35.35
"Spencer County"," Kentucky","21","215","Cardiovascular diseases",-47.78
"Taylor County"," Kentucky","21","217","Cardiovascular diseases",-37.02
"Todd County"," Kentucky","21","219","Cardiovascular diseases",-38.2
"Trigg County"," Kentucky","21","221","Cardiovascular diseases",-42.72
"Trimble County"," Kentucky","21","223","Cardiovascular diseases",-42.15
"Union County"," Kentucky","21","225","Cardiovascular diseases",-44.46
"Warren County"," Kentucky","21","227","Cardiovascular diseases",-45.45
"Washington County"," Kentucky","21","229","Cardiovascular diseases",-47.58
"Wayne County"," Kentucky","21","231","Cardiovascular diseases",-36.57
"Webster County"," Kentucky","21","233","Cardiovascular diseases",-38.66
"Whitley County"," Kentucky","21","235","Cardiovascular diseases",-22.31
"Wolfe County"," Kentucky","21","237","Cardiovascular diseases",-23.59
"Woodford County"," Kentucky","21","239","Cardiovascular diseases",-48.12
"Acadia Parish"," Louisiana","22","001","Cardiovascular diseases",-36.13
"Allen Parish"," Louisiana","22","003","Cardiovascular diseases",-59.52
"Ascension Parish"," Louisiana","22","005","Cardiovascular diseases",-46.43
"Assumption Parish"," Louisiana","22","007","Cardiovascular diseases",-46.68
"Avoyelles Parish"," Louisiana","22","009","Cardiovascular diseases",-32.86
"Beauregard Parish"," Louisiana","22","011","Cardiovascular diseases",-34.94
"Bienville Parish"," Louisiana","22","013","Cardiovascular diseases",-36.62
"Bossier Parish"," Louisiana","22","015","Cardiovascular diseases",-49.06
"Caddo Parish"," Louisiana","22","017","Cardiovascular diseases",-49.12
"Calcasieu Parish"," Louisiana","22","019","Cardiovascular diseases",-30.1
"Caldwell Parish"," Louisiana","22","021","Cardiovascular diseases",-32.65
"Cameron Parish"," Louisiana","22","023","Cardiovascular diseases",-42.65
"Catahoula Parish"," Louisiana","22","025","Cardiovascular diseases",-22.7
"Claiborne Parish"," Louisiana","22","027","Cardiovascular diseases",-33.7
"Concordia Parish"," Louisiana","22","029","Cardiovascular diseases",-41.06
"De Soto Parish"," Louisiana","22","031","Cardiovascular diseases",-39.34
"East Baton Rouge Parish"," Louisiana","22","033","Cardiovascular diseases",-44.41
"East Carroll Parish"," Louisiana","22","035","Cardiovascular diseases",-40.98
"East Feliciana Parish"," Louisiana","22","037","Cardiovascular diseases",-24.29
"Evangeline Parish"," Louisiana","22","039","Cardiovascular diseases",-42.19
"Franklin Parish"," Louisiana","22","041","Cardiovascular diseases",-1.85
"Grant Parish"," Louisiana","22","043","Cardiovascular diseases",-40.58
"Iberia Parish"," Louisiana","22","045","Cardiovascular diseases",-38.7
"Iberville Parish"," Louisiana","22","047","Cardiovascular diseases",-53.45
"Jackson Parish"," Louisiana","22","049","Cardiovascular diseases",-38.33
"Jefferson Davis Parish"," Louisiana","22","053","Cardiovascular diseases",-29.88
"Jefferson Parish"," Louisiana","22","051","Cardiovascular diseases",-50.12
"LaSalle Parish"," Louisiana","22","059","Cardiovascular diseases",-37.47
"Lafayette Parish"," Louisiana","22","055","Cardiovascular diseases",-40.6
"Lafourche Parish"," Louisiana","22","057","Cardiovascular diseases",-46.14
"Lincoln Parish"," Louisiana","22","061","Cardiovascular diseases",-58.75
"Livingston Parish"," Louisiana","22","063","Cardiovascular diseases",-38.54
"Madison Parish"," Louisiana","22","065","Cardiovascular diseases",-21.31
"Morehouse Parish"," Louisiana","22","067","Cardiovascular diseases",-27.76
"Natchitoches Parish"," Louisiana","22","069","Cardiovascular diseases",-45.23
"Orleans Parish"," Louisiana","22","071","Cardiovascular diseases",-52.42
"Ouachita Parish"," Louisiana","22","073","Cardiovascular diseases",-48.84
"Plaquemines Parish"," Louisiana","22","075","Cardiovascular diseases",-54.44
"Pointe Coupee Parish"," Louisiana","22","077","Cardiovascular diseases",-40.73
"Rapides Parish"," Louisiana","22","079","Cardiovascular diseases",-39.97
"Red River Parish"," Louisiana","22","081","Cardiovascular diseases",-41.62
"Richland Parish"," Louisiana","22","083","Cardiovascular diseases",-31.08
"Sabine Parish"," Louisiana","22","085","Cardiovascular diseases",-31.82
"Saint Bernard Parish"," Louisiana","22","087","Cardiovascular diseases",-46.69
"Saint Charles Parish"," Louisiana","22","089","Cardiovascular diseases",-46.84
"Saint Helena Parish"," Louisiana","22","091","Cardiovascular diseases",-36.83
"Saint James Parish"," Louisiana","22","093","Cardiovascular diseases",-48.49
"Saint John the Baptist Parish"," Louisiana","22","095","Cardiovascular diseases",-34.62
"Saint Landry Parish"," Louisiana","22","097","Cardiovascular diseases",-40.51
"Saint Martin Parish"," Louisiana","22","099","Cardiovascular diseases",-42.99
"Saint Mary Parish"," Louisiana","22","101","Cardiovascular diseases",-48.91
"Saint Tammany Parish"," Louisiana","22","103","Cardiovascular diseases",-52.24
"Tangipahoa Parish"," Louisiana","22","105","Cardiovascular diseases",-47.15
"Tensas Parish"," Louisiana","22","107","Cardiovascular diseases",-37.75
"Terrebonne Parish"," Louisiana","22","109","Cardiovascular diseases",-42.71
"Union Parish"," Louisiana","22","111","Cardiovascular diseases",-42.54
"Vermilion Parish"," Louisiana","22","113","Cardiovascular diseases",-28.93
"Vernon Parish"," Louisiana","22","115","Cardiovascular diseases",-41.5
"Washington Parish"," Louisiana","22","117","Cardiovascular diseases",-41.73
"Webster Parish"," Louisiana","22","119","Cardiovascular diseases",-37.63
"West Baton Rouge Parish"," Louisiana","22","121","Cardiovascular diseases",-56.02
"West Carroll Parish"," Louisiana","22","123","Cardiovascular diseases",-36.38
"West Feliciana Parish"," Louisiana","22","125","Cardiovascular diseases",-44.6
"Winn Parish"," Louisiana","22","127","Cardiovascular diseases",-40.74
"Androscoggin County"," Maine","23","001","Cardiovascular diseases",-52.74
"Aroostook County"," Maine","23","003","Cardiovascular diseases",-50.04
"Cumberland County"," Maine","23","005","Cardiovascular diseases",-60.25
"Franklin County"," Maine","23","007","Cardiovascular diseases",-49.79
"Hancock County"," Maine","23","009","Cardiovascular diseases",-47.71
"Kennebec County"," Maine","23","011","Cardiovascular diseases",-51.23
"Knox County"," Maine","23","013","Cardiovascular diseases",-50.33
"Lincoln County"," Maine","23","015","Cardiovascular diseases",-52.04
"Oxford County"," Maine","23","017","Cardiovascular diseases",-58.75
"Penobscot County"," Maine","23","019","Cardiovascular diseases",-48.3
"Piscataquis County"," Maine","23","021","Cardiovascular diseases",-48.43
"Sagadahoc County"," Maine","23","023","Cardiovascular diseases",-56.2
"Somerset County"," Maine","23","025","Cardiovascular diseases",-50.62
"Waldo County"," Maine","23","027","Cardiovascular diseases",-52.57
"Washington County"," Maine","23","029","Cardiovascular diseases",-50.76
"York County"," Maine","23","031","Cardiovascular diseases",-58.37
"Allegany County"," Maryland","24","001","Cardiovascular diseases",-41.36
"Anne Arundel County"," Maryland","24","003","Cardiovascular diseases",-49.1
"Baltimore City"," Maryland","24","510","Cardiovascular diseases",-34.35
"Baltimore County"," Maryland","24","005","Cardiovascular diseases",-48.06
"Calvert County"," Maryland","24","009","Cardiovascular diseases",-50.14
"Caroline County"," Maryland","24","011","Cardiovascular diseases",-46.47
"Carroll County"," Maryland","24","013","Cardiovascular diseases",-41.92
"Cecil County"," Maryland","24","015","Cardiovascular diseases",-41.42
"Charles County"," Maryland","24","017","Cardiovascular diseases",-53.36
"Dorchester County"," Maryland","24","019","Cardiovascular diseases",-45.08
"Frederick County"," Maryland","24","021","Cardiovascular diseases",-50.64
"Garrett County"," Maryland","24","023","Cardiovascular diseases",-47.87
"Harford County"," Maryland","24","025","Cardiovascular diseases",-55.22
"Howard County"," Maryland","24","027","Cardiovascular diseases",-61.4
"Kent County"," Maryland","24","029","Cardiovascular diseases",-54.96
"Montgomery County"," Maryland","24","031","Cardiovascular diseases",-51.47
