"County","State","FIPS","GEO_ID","Category","Percent_Change_Mortality_Rate_1980_2014"
"Vanderburgh County"," Indiana",18163,"0500000US018163","Cardiovascular diseases",-45.5
"Vermillion County"," Indiana",18165,"0500000US018165","Cardiovascular diseases",-25.85
"Vigo County"," Indiana",18167,"0500000US018167","Cardiovascular diseases",-37.83
"Wabash County"," Indiana",18169,"0500000US018169","Cardiovascular diseases",-45.08
"Warren County"," Indiana",18171,"0500000US018171","Cardiovascular diseases",-50.91
"Warrick County"," Indiana",18173,"0500000US018173","Cardiovascular diseases",-54.34
"Washington County"," Indiana",18175,"0500000US018175","Cardiovascular diseases",-39.34
"Wayne County"," Indiana",18177,"0500000US018177","Cardiovascular diseases",-44.64
"Wells County"," Indiana",18179,"0500000US018179","Cardiovascular diseases",-48.79
"White County"," Indiana",18181,"0500000US018181","Cardiovascular diseases",-55.04
"Whitley County"," Indiana",18183,"0500000US018183","Cardiovascular diseases",-50.53
"Adair County"," Iowa",19001,"0500000US019001","Cardiovascular diseases",-35.24
"Adams County"," Iowa",19003,"0500000US019003","Cardiovascular diseases",-42.99
"Allamakee County"," Iowa",19005,"0500000US019005","Cardiovascular diseases",-44.74
"Appanoose County"," Iowa",19007,"0500000US019007","Cardiovascular diseases",-27.87
"Audubon County"," Iowa",19009,"0500000US019009","Cardiovascular diseases",-43.13
"Benton County"," Iowa",19011,"0500000US019011","Cardiovascular diseases",-42.07
"Black Hawk County"," Iowa",19013,"0500000US019013","Cardiovascular diseases",-47.76
"Boone County"," Iowa",19015,"0500000US019015","Cardiovascular diseases",-33.62
"Bremer County"," Iowa",19017,"0500000US019017","Cardiovascular diseases",-44.68
"Buchanan County"," Iowa",19019,"0500000US019019","Cardiovascular diseases",-43.02
"Buena Vista County"," Iowa",19021,"0500000US019021","Cardiovascular diseases",-50.48
"Butler County"," Iowa",19023,"0500000US019023","Cardiovascular diseases",-29.2
"Calhoun County"," Iowa",19025,"0500000US019025","Cardiovascular diseases",-48.5
"Carroll County"," Iowa",19027,"0500000US019027","Cardiovascular diseases",-46.72
"Cass County"," Iowa",19029,"0500000US019029","Cardiovascular diseases",-43.99
"Cedar County"," Iowa",19031,"0500000US019031","Cardiovascular diseases",-39.37
"Cerro Gordo County"," Iowa",19033,"0500000US019033","Cardiovascular diseases",-35.23
"Cherokee County"," Iowa",19035,"0500000US019035","Cardiovascular diseases",-49.87
"Chickasaw County"," Iowa",19037,"0500000US019037","Cardiovascular diseases",-38.75
"Clarke County"," Iowa",19039,"0500000US019039","Cardiovascular diseases",-36.99
"Clay County"," Iowa",19041,"0500000US019041","Cardiovascular diseases",-48.39
"Clayton County"," Iowa",19043,"0500000US019043","Cardiovascular diseases",-53.46
"Clinton County"," Iowa",19045,"0500000US019045","Cardiovascular diseases",-34.45
"Crawford County"," Iowa",19047,"0500000US019047","Cardiovascular diseases",-50.19
"Dallas County"," Iowa",19049,"0500000US019049","Cardiovascular diseases",-56.87
"Davis County"," Iowa",19051,"0500000US019051","Cardiovascular diseases",-48.35
"Decatur County"," Iowa",19053,"0500000US019053","Cardiovascular diseases",-38.98
"Delaware County"," Iowa",19055,"0500000US019055","Cardiovascular diseases",-55.27
"Des Moines County"," Iowa",19057,"0500000US019057","Cardiovascular diseases",-41.83
"Dickinson County"," Iowa",19059,"0500000US019059","Cardiovascular diseases",-44.59
"Dubuque County"," Iowa",19061,"0500000US019061","Cardiovascular diseases",-51.46
"Emmet County"," Iowa",19063,"0500000US019063","Cardiovascular diseases",-45.29
"Fayette County"," Iowa",19065,"0500000US019065","Cardiovascular diseases",-47.49
"Floyd County"," Iowa",19067,"0500000US019067","Cardiovascular diseases",-31.54
"Franklin County"," Iowa",19069,"0500000US019069","Cardiovascular diseases",-32.7
"Fremont County"," Iowa",19071,"0500000US019071","Cardiovascular diseases",-52.13
"Greene County"," Iowa",19073,"0500000US019073","Cardiovascular diseases",-44.65
"Grundy County"," Iowa",19075,"0500000US019075","Cardiovascular diseases",-41.85
"Guthrie County"," Iowa",19077,"0500000US019077","Cardiovascular diseases",-41.78
"Hamilton County"," Iowa",19079,"0500000US019079","Cardiovascular diseases",-43.12
"Hancock County"," Iowa",19081,"0500000US019081","Cardiovascular diseases",-42.83
"Hardin County"," Iowa",19083,"0500000US019083","Cardiovascular diseases",-34.64
"Harrison County"," Iowa",19085,"0500000US019085","Cardiovascular diseases",-51.58
"Henry County"," Iowa",19087,"0500000US019087","Cardiovascular diseases",-31.67
"Howard County"," Iowa",19089,"0500000US019089","Cardiovascular diseases",-35.75
"Humboldt County"," Iowa",19091,"0500000US019091","Cardiovascular diseases",-34.27
"Ida County"," Iowa",19093,"0500000US019093","Cardiovascular diseases",-47.81
"Iowa County"," Iowa",19095,"0500000US019095","Cardiovascular diseases",-48.19
"Jackson County"," Iowa",19097,"0500000US019097","Cardiovascular diseases",-44
"Jasper County"," Iowa",19099,"0500000US019099","Cardiovascular diseases",-46.49
"Jefferson County"," Iowa",19101,"0500000US019101","Cardiovascular diseases",-43.64
"Johnson County"," Iowa",19103,"0500000US019103","Cardiovascular diseases",-48.86
"Jones County"," Iowa",19105,"0500000US019105","Cardiovascular diseases",-48.43
"Keokuk County"," Iowa",19107,"0500000US019107","Cardiovascular diseases",-49.93
"Kossuth County"," Iowa",19109,"0500000US019109","Cardiovascular diseases",-43.09
"Lee County"," Iowa",19111,"0500000US019111","Cardiovascular diseases",-34.35
"Linn County"," Iowa",19113,"0500000US019113","Cardiovascular diseases",-48.29
"Louisa County"," Iowa",19115,"0500000US019115","Cardiovascular diseases",-40.56
"Lucas County"," Iowa",19117,"0500000US019117","Cardiovascular diseases",-44.88
"Lyon County"," Iowa",19119,"0500000US019119","Cardiovascular diseases",-39.24
"Madison County"," Iowa",19121,"0500000US019121","Cardiovascular diseases",-49.27
"Mahaska County"," Iowa",19123,"0500000US019123","Cardiovascular diseases",-45.54
"Marion County"," Iowa",19125,"0500000US019125","Cardiovascular diseases",-36.88
"Marshall County"," Iowa",19127,"0500000US019127","Cardiovascular diseases",-41.21
"Mills County"," Iowa",19129,"0500000US019129","Cardiovascular diseases",-49.69
"Mitchell County"," Iowa",19131,"0500000US019131","Cardiovascular diseases",-38.28
"Monona County"," Iowa",19133,"0500000US019133","Cardiovascular diseases",-35.67
"Monroe County"," Iowa",19135,"0500000US019135","Cardiovascular diseases",-36.41
"Montgomery County"," Iowa",19137,"0500000US019137","Cardiovascular diseases",-34.5
"Muscatine County"," Iowa",19139,"0500000US019139","Cardiovascular diseases",-35.8
"O'Brien County"," Iowa",19141,"0500000US019141","Cardiovascular diseases",-46.3
"Osceola County"," Iowa",19143,"0500000US019143","Cardiovascular diseases",-34.59
"Page County"," Iowa",19145,"0500000US019145","Cardiovascular diseases",-44.31
"Palo Alto County"," Iowa",19147,"0500000US019147","Cardiovascular diseases",-45.98
"Plymouth County"," Iowa",19149,"0500000US019149","Cardiovascular diseases",-50.71
"Pocahontas County"," Iowa",19151,"0500000US019151","Cardiovascular diseases",-45.59
"Polk County"," Iowa",19153,"0500000US019153","Cardiovascular diseases",-48.92
"Pottawattamie County"," Iowa",19155,"0500000US019155","Cardiovascular diseases",-51.42
"Poweshiek County"," Iowa",19157,"0500000US019157","Cardiovascular diseases",-35.51
"Ringgold County"," Iowa",19159,"0500000US019159","Cardiovascular diseases",-46.5
"Sac County"," Iowa",19161,"0500000US019161","Cardiovascular diseases",-45.5
"Scott County"," Iowa",19163,"0500000US019163","Cardiovascular diseases",-51.53
"Shelby County"," Iowa",19165,"0500000US019165","Cardiovascular diseases",-48.29
"Sioux County"," Iowa",19167,"0500000US019167","Cardiovascular diseases",-50.86
"Story County"," Iowa",19169,"0500000US019169","Cardiovascular diseases",-43.25
"Tama County"," Iowa",19171,"0500000US019171","Cardiovascular diseases",-42.97
"Taylor County"," Iowa",19173,"0500000US019173","Cardiovascular diseases",-42.85
"Union County"," Iowa",19175,"0500000US019175","Cardiovascular diseases",-33.38
"Van Buren County"," Iowa",19177,"0500000US019177","Cardiovascular diseases",-45.75
"Wapello County"," Iowa",19179,"0500000US019179","Cardiovascular diseases",-36.55
"Warren County"," Iowa",19181,"0500000US019181","Cardiovascular diseases",-50.14
"Washington County"," Iowa",19183,"0500000US019183","Cardiovascular diseases",-41.24
"Wayne County"," Iowa",19185,"0500000US019185","Cardiovascular diseases",-33.32
"Webster County"," Iowa",19187,"0500000US019187","Cardiovascular diseases",-34.35
"Winnebago County"," Iowa",19189,"0500000US019189","Cardiovascular diseases",-44.32
"Winneshiek County"," Iowa",19191,"0500000US019191","Cardiovascular diseases",-48.71
"Woodbury County"," Iowa",19193,"0500000US019193","Cardiovascular diseases",-47.95
"Worth County"," Iowa",19195,"0500000US019195","Cardiovascular diseases",-38.4
"Wright County"," Iowa",19197,"0500000US019197","Cardiovascular diseases",-46.21
"Allen County"," Kansas",20001,"0500000US020001","Cardiovascular diseases",-33.64
"Anderson County"," Kansas",20003,"0500000US020003","Cardiovascular diseases",-47.81
"Atchison County"," Kansas",20005,"0500000US020005","Cardiovascular diseases",-45.8
"Barber County"," Kansas",20007,"0500000US020007","Cardiovascular diseases",-36.11
"Barton County"," Kansas",20009,"0500000US020009","Cardiovascular diseases",-46.52
"Bourbon County"," Kansas",20011,"0500000US020011","Cardiovascular diseases",-40.32
"Brown County"," Kansas",20013,"0500000US020013","Cardiovascular diseases",-35.52
"Butler County"," Kansas",20015,"0500000US020015","Cardiovascular diseases",-34.63
"Chase County"," Kansas",20017,"0500000US020017","Cardiovascular diseases",-43
"Chautauqua County"," Kansas",20019,"0500000US020019","Cardiovascular diseases",-36.18
"Cherokee County"," Kansas",20021,"0500000US020021","Cardiovascular diseases",-38.13
"Cheyenne County"," Kansas",20023,"0500000US020023","Cardiovascular diseases",-49.98
"Clark County"," Kansas",20025,"0500000US020025","Cardiovascular diseases",-33.19
"Clay County"," Kansas",20027,"0500000US020027","Cardiovascular diseases",-47.06
"Cloud County"," Kansas",20029,"0500000US020029","Cardiovascular diseases",-42
"Coffey County"," Kansas",20031,"0500000US020031","Cardiovascular diseases",-36.92
"Comanche County"," Kansas",20033,"0500000US020033","Cardiovascular diseases",-29.3
"Cowley County"," Kansas",20035,"0500000US020035","Cardiovascular diseases",-33.39
"Crawford County"," Kansas",20037,"0500000US020037","Cardiovascular diseases",-38.15
"Decatur County"," Kansas",20039,"0500000US020039","Cardiovascular diseases",-39.52
"Dickinson County"," Kansas",20041,"0500000US020041","Cardiovascular diseases",-35.91
"Doniphan County"," Kansas",20043,"0500000US020043","Cardiovascular diseases",-44.34
"Douglas County"," Kansas",20045,"0500000US020045","Cardiovascular diseases",-44.68
"Edwards County"," Kansas",20047,"0500000US020047","Cardiovascular diseases",-42.11
"Elk County"," Kansas",20049,"0500000US020049","Cardiovascular diseases",-36.18
"Ellis County"," Kansas",20051,"0500000US020051","Cardiovascular diseases",-40.72
"Ellsworth County"," Kansas",20053,"0500000US020053","Cardiovascular diseases",-36.84
"Finney County"," Kansas",20055,"0500000US020055","Cardiovascular diseases",-49.92
"Ford County"," Kansas",20057,"0500000US020057","Cardiovascular diseases",-39.4
"Franklin County"," Kansas",20059,"0500000US020059","Cardiovascular diseases",-38.6
"Geary County"," Kansas",20061,"0500000US020061","Cardiovascular diseases",-43.77
"Gove County"," Kansas",20063,"0500000US020063","Cardiovascular diseases",-37.59
"Graham County"," Kansas",20065,"0500000US020065","Cardiovascular diseases",-35.89
"Grant County"," Kansas",20067,"0500000US020067","Cardiovascular diseases",-49.79
"Gray County"," Kansas",20069,"0500000US020069","Cardiovascular diseases",-50.19
"Greeley County"," Kansas",20071,"0500000US020071","Cardiovascular diseases",-50.63
"Greenwood County"," Kansas",20073,"0500000US020073","Cardiovascular diseases",-28.43
"Hamilton County"," Kansas",20075,"0500000US020075","Cardiovascular diseases",-45.59
"Harper County"," Kansas",20077,"0500000US020077","Cardiovascular diseases",-34.38
"Harvey County"," Kansas",20079,"0500000US020079","Cardiovascular diseases",-35.3
"Haskell County"," Kansas",20081,"0500000US020081","Cardiovascular diseases",-46.4
"Hodgeman County"," Kansas",20083,"0500000US020083","Cardiovascular diseases",-53.7
"Jackson County"," Kansas",20085,"0500000US020085","Cardiovascular diseases",-42.02
"Jefferson County"," Kansas",20087,"0500000US020087","Cardiovascular diseases",-46.55
"Jewell County"," Kansas",20089,"0500000US020089","Cardiovascular diseases",-49.56
"Johnson County"," Kansas",20091,"0500000US020091","Cardiovascular diseases",-43.4
"Kearny County"," Kansas",20093,"0500000US020093","Cardiovascular diseases",-44.31
"Kingman County"," Kansas",20095,"0500000US020095","Cardiovascular diseases",-39.98
"Kiowa County"," Kansas",20097,"0500000US020097","Cardiovascular diseases",-39.38
"Labette County"," Kansas",20099,"0500000US020099","Cardiovascular diseases",-32.8
"Lane County"," Kansas",20101,"0500000US020101","Cardiovascular diseases",-39.12
"Leavenworth County"," Kansas",20103,"0500000US020103","Cardiovascular diseases",-47.37
"Lincoln County"," Kansas",20105,"0500000US020105","Cardiovascular diseases",-39.39
"Linn County"," Kansas",20107,"0500000US020107","Cardiovascular diseases",-41.67
"Logan County"," Kansas",20109,"0500000US020109","Cardiovascular diseases",-42.24
"Lyon County"," Kansas",20111,"0500000US020111","Cardiovascular diseases",-43.97
"Marion County"," Kansas",20115,"0500000US020115","Cardiovascular diseases",-36.39
"Marshall County"," Kansas",20117,"0500000US020117","Cardiovascular diseases",-49.45
"McPherson County"," Kansas",20113,"0500000US020113","Cardiovascular diseases",-30.49
"Meade County"," Kansas",20119,"0500000US020119","Cardiovascular diseases",-47.94
"Miami County"," Kansas",20121,"0500000US020121","Cardiovascular diseases",-47.28
"Mitchell County"," Kansas",20123,"0500000US020123","Cardiovascular diseases",-40.63
"Montgomery County"," Kansas",20125,"0500000US020125","Cardiovascular diseases",-37.81
"Morris County"," Kansas",20127,"0500000US020127","Cardiovascular diseases",-48.1
"Morton County"," Kansas",20129,"0500000US020129","Cardiovascular diseases",-41.53
"Nemaha County"," Kansas",20131,"0500000US020131","Cardiovascular diseases",-42.49
"Neosho County"," Kansas",20133,"0500000US020133","Cardiovascular diseases",-37.18
"Ness County"," Kansas",20135,"0500000US020135","Cardiovascular diseases",-38.17
"Norton County"," Kansas",20137,"0500000US020137","Cardiovascular diseases",-36.43
"Osage County"," Kansas",20139,"0500000US020139","Cardiovascular diseases",-33.63
"Osborne County"," Kansas",20141,"0500000US020141","Cardiovascular diseases",-40.72
"Ottawa County"," Kansas",20143,"0500000US020143","Cardiovascular diseases",-41.8
"Pawnee County"," Kansas",20145,"0500000US020145","Cardiovascular diseases",-51.97
"Phillips County"," Kansas",20147,"0500000US020147","Cardiovascular diseases",-33.31
"Pottawatomie County"," Kansas",20149,"0500000US020149","Cardiovascular diseases",-40.27
"Pratt County"," Kansas",20151,"0500000US020151","Cardiovascular diseases",-32.22
"Rawlins County"," Kansas",20153,"0500000US020153","Cardiovascular diseases",-43.17
"Reno County"," Kansas",20155,"0500000US020155","Cardiovascular diseases",-46.82
"Republic County"," Kansas",20157,"0500000US020157","Cardiovascular diseases",-42.92
"Rice County"," Kansas",20159,"0500000US020159","Cardiovascular diseases",-40.24
"Riley County"," Kansas",20161,"0500000US020161","Cardiovascular diseases",-52.31
"Rooks County"," Kansas",20163,"0500000US020163","Cardiovascular diseases",-40.2
"Rush County"," Kansas",20165,"0500000US020165","Cardiovascular diseases",-42.22
"Russell County"," Kansas",20167,"0500000US020167","Cardiovascular diseases",-43.15
"Saline County"," Kansas",20169,"0500000US020169","Cardiovascular diseases",-44.64
"Scott County"," Kansas",20171,"0500000US020171","Cardiovascular diseases",-39.15
"Sedgwick County"," Kansas",20173,"0500000US020173","Cardiovascular diseases",-41.17
"Seward County"," Kansas",20175,"0500000US020175","Cardiovascular diseases",-49.9
"Shawnee County"," Kansas",20177,"0500000US020177","Cardiovascular diseases",-40.48
"Sheridan County"," Kansas",20179,"0500000US020179","Cardiovascular diseases",-41.65
"Sherman County"," Kansas",20181,"0500000US020181","Cardiovascular diseases",-45.06
"Smith County"," Kansas",20183,"0500000US020183","Cardiovascular diseases",-38.45
"Stafford County"," Kansas",20185,"0500000US020185","Cardiovascular diseases",-34.05
"Stanton County"," Kansas",20187,"0500000US020187","Cardiovascular diseases",-50.95
"Stevens County"," Kansas",20189,"0500000US020189","Cardiovascular diseases",-49.29
"Sumner County"," Kansas",20191,"0500000US020191","Cardiovascular diseases",-41.68
"Thomas County"," Kansas",20193,"0500000US020193","Cardiovascular diseases",-37.3
"Trego County"," Kansas",20195,"0500000US020195","Cardiovascular diseases",-29.75
"Wabaunsee County"," Kansas",20197,"0500000US020197","Cardiovascular diseases",-45.33
"Wallace County"," Kansas",20199,"0500000US020199","Cardiovascular diseases",-47.08
"Washington County"," Kansas",20201,"0500000US020201","Cardiovascular diseases",-45.05
"Wichita County"," Kansas",20203,"0500000US020203","Cardiovascular diseases",-44.67
"Wilson County"," Kansas",20205,"0500000US020205","Cardiovascular diseases",-30.41
"Woodson County"," Kansas",20207,"0500000US020207","Cardiovascular diseases",-28.17
"Wyandotte County"," Kansas",20209,"0500000US020209","Cardiovascular diseases",-41.91
"Adair County"," Kentucky",21001,"0500000US021001","Cardiovascular diseases",-34.41
"Allen County"," Kentucky",21003,"0500000US021003","Cardiovascular diseases",-42.54
"Anderson County"," Kentucky",21005,"0500000US021005","Cardiovascular diseases",-43.19
"Ballard County"," Kentucky",21007,"0500000US021007","Cardiovascular diseases",-37.8
"Barren County"," Kentucky",21009,"0500000US021009","Cardiovascular diseases",-45.25
"Bath County"," Kentucky",21011,"0500000US021011","Cardiovascular diseases",-28.7
"Bell County"," Kentucky",21013,"0500000US021013","Cardiovascular diseases",-29.72
"Boone County"," Kentucky",21015,"0500000US021015","Cardiovascular diseases",-55.94
"Bourbon County"," Kentucky",21017,"0500000US021017","Cardiovascular diseases",-42.11
"Boyd County"," Kentucky",21019,"0500000US021019","Cardiovascular diseases",-42.86
"Boyle County"," Kentucky",21021,"0500000US021021","Cardiovascular diseases",-47.92
"Bracken County"," Kentucky",21023,"0500000US021023","Cardiovascular diseases",-46.04
"Breathitt County"," Kentucky",21025,"0500000US021025","Cardiovascular diseases",-15.96
"Breckinridge County"," Kentucky",21027,"0500000US021027","Cardiovascular diseases",-43.69
"Bullitt County"," Kentucky",21029,"0500000US021029","Cardiovascular diseases",-58.94
"Butler County"," Kentucky",21031,"0500000US021031","Cardiovascular diseases",-45.19
"Caldwell County"," Kentucky",21033,"0500000US021033","Cardiovascular diseases",-37.86
"Calloway County"," Kentucky",21035,"0500000US021035","Cardiovascular diseases",-38.82
"Campbell County"," Kentucky",21037,"0500000US021037","Cardiovascular diseases",-56.15
"Carlisle County"," Kentucky",21039,"0500000US021039","Cardiovascular diseases",-39.85
"Carroll County"," Kentucky",21041,"0500000US021041","Cardiovascular diseases",-47.64
"Carter County"," Kentucky",21043,"0500000US021043","Cardiovascular diseases",-39.21
"Casey County"," Kentucky",21045,"0500000US021045","Cardiovascular diseases",-35.47
"Christian County"," Kentucky",21047,"0500000US021047","Cardiovascular diseases",-35.87
"Clark County"," Kentucky",21049,"0500000US021049","Cardiovascular diseases",-32.35
"Clay County"," Kentucky",21051,"0500000US021051","Cardiovascular diseases",-9.36
"Clinton County"," Kentucky",21053,"0500000US021053","Cardiovascular diseases",-30.83
"Crittenden County"," Kentucky",21055,"0500000US021055","Cardiovascular diseases",-33.57
"Cumberland County"," Kentucky",21057,"0500000US021057","Cardiovascular diseases",-22.92
"Daviess County"," Kentucky",21059,"0500000US021059","Cardiovascular diseases",-51.89
"Edmonson County"," Kentucky",21061,"0500000US021061","Cardiovascular diseases",-50.33
"Elliott County"," Kentucky",21063,"0500000US021063","Cardiovascular diseases",-45.47
"Estill County"," Kentucky",21065,"0500000US021065","Cardiovascular diseases",-15.86
"Fayette County"," Kentucky",21067,"0500000US021067","Cardiovascular diseases",-51.73
"Fleming County"," Kentucky",21069,"0500000US021069","Cardiovascular diseases",-25.59
"Floyd County"," Kentucky",21071,"0500000US021071","Cardiovascular diseases",-28.71
"Franklin County"," Kentucky",21073,"0500000US021073","Cardiovascular diseases",-50.88
"Fulton County"," Kentucky",21075,"0500000US021075","Cardiovascular diseases",-33.01
"Gallatin County"," Kentucky",21077,"0500000US021077","Cardiovascular diseases",-32.77
"Garrard County"," Kentucky",21079,"0500000US021079","Cardiovascular diseases",-45.52
"Grant County"," Kentucky",21081,"0500000US021081","Cardiovascular diseases",-45.51
"Graves County"," Kentucky",21083,"0500000US021083","Cardiovascular diseases",-41.17
"Grayson County"," Kentucky",21085,"0500000US021085","Cardiovascular diseases",-36.62
"Green County"," Kentucky",21087,"0500000US021087","Cardiovascular diseases",-34.51
"Greenup County"," Kentucky",21089,"0500000US021089","Cardiovascular diseases",-44.39
"Hancock County"," Kentucky",21091,"0500000US021091","Cardiovascular diseases",-50.13
"Hardin County"," Kentucky",21093,"0500000US021093","Cardiovascular diseases",-45.19
"Harlan County"," Kentucky",21095,"0500000US021095","Cardiovascular diseases",-31.9
"Harrison County"," Kentucky",21097,"0500000US021097","Cardiovascular diseases",-35.04
"Hart County"," Kentucky",21099,"0500000US021099","Cardiovascular diseases",-43.84
"Henderson County"," Kentucky",21101,"0500000US021101","Cardiovascular diseases",-43.14
"Henry County"," Kentucky",21103,"0500000US021103","Cardiovascular diseases",-49.67
"Hickman County"," Kentucky",21105,"0500000US021105","Cardiovascular diseases",-42.96
"Hopkins County"," Kentucky",21107,"0500000US021107","Cardiovascular diseases",-29.24
"Jackson County"," Kentucky",21109,"0500000US021109","Cardiovascular diseases",-11.7
"Jefferson County"," Kentucky",21111,"0500000US021111","Cardiovascular diseases",-53.73
"Jessamine County"," Kentucky",21113,"0500000US021113","Cardiovascular diseases",-52.2
"Johnson County"," Kentucky",21115,"0500000US021115","Cardiovascular diseases",-43.34
"Kenton County"," Kentucky",21117,"0500000US021117","Cardiovascular diseases",-52.63
"Knott County"," Kentucky",21119,"0500000US021119","Cardiovascular diseases",-29.57
"Knox County"," Kentucky",21121,"0500000US021121","Cardiovascular diseases",-31.43
"Larue County"," Kentucky",21123,"0500000US021123","Cardiovascular diseases",-38.62
"Laurel County"," Kentucky",21125,"0500000US021125","Cardiovascular diseases",-33.53
"Lawrence County"," Kentucky",21127,"0500000US021127","Cardiovascular diseases",-35.6
"Lee County"," Kentucky",21129,"0500000US021129","Cardiovascular diseases",-16.74
"Leslie County"," Kentucky",21131,"0500000US021131","Cardiovascular diseases",-9.95
"Letcher County"," Kentucky",21133,"0500000US021133","Cardiovascular diseases",-26.12
"Lewis County"," Kentucky",21135,"0500000US021135","Cardiovascular diseases",-44.49
"Lincoln County"," Kentucky",21137,"0500000US021137","Cardiovascular diseases",-44.42
"Livingston County"," Kentucky",21139,"0500000US021139","Cardiovascular diseases",-31.31
"Logan County"," Kentucky",21141,"0500000US021141","Cardiovascular diseases",-42.29
"Lyon County"," Kentucky",21143,"0500000US021143","Cardiovascular diseases",-39.34
"Madison County"," Kentucky",21151,"0500000US021151","Cardiovascular diseases",-40.78
"Magoffin County"," Kentucky",21153,"0500000US021153","Cardiovascular diseases",-38.14
"Marion County"," Kentucky",21155,"0500000US021155","Cardiovascular diseases",-47.61
"Marshall County"," Kentucky",21157,"0500000US021157","Cardiovascular diseases",-30.89
"Martin County"," Kentucky",21159,"0500000US021159","Cardiovascular diseases",-29.64
"Mason County"," Kentucky",21161,"0500000US021161","Cardiovascular diseases",-41.5
"McCracken County"," Kentucky",21145,"0500000US021145","Cardiovascular diseases",-36.23
"McCreary County"," Kentucky",21147,"0500000US021147","Cardiovascular diseases",-43.95
"McLean County"," Kentucky",21149,"0500000US021149","Cardiovascular diseases",-44.02
"Meade County"," Kentucky",21163,"0500000US021163","Cardiovascular diseases",-49.85
"Menifee County"," Kentucky",21165,"0500000US021165","Cardiovascular diseases",-39.15
"Mercer County"," Kentucky",21167,"0500000US021167","Cardiovascular diseases",-38.9
"Metcalfe County"," Kentucky",21169,"0500000US021169","Cardiovascular diseases",-36.58
"Monroe County"," Kentucky",21171,"0500000US021171","Cardiovascular diseases",-24.7
"Montgomery County"," Kentucky",21173,"0500000US021173","Cardiovascular diseases",-34.32
"Morgan County"," Kentucky",21175,"0500000US021175","Cardiovascular diseases",-46.09
"Muhlenberg County"," Kentucky",21177,"0500000US021177","Cardiovascular diseases",-40.67
"Nelson County"," Kentucky",21179,"0500000US021179","Cardiovascular diseases",-45.33
"Nicholas County"," Kentucky",21181,"0500000US021181","Cardiovascular diseases",-21.6
"Ohio County"," Kentucky",21183,"0500000US021183","Cardiovascular diseases",-41.61
"Oldham County"," Kentucky",21185,"0500000US021185","Cardiovascular diseases",-54.55
"Owen County"," Kentucky",21187,"0500000US021187","Cardiovascular diseases",-43.32
"Owsley County"," Kentucky",21189,"0500000US021189","Cardiovascular diseases",0.61
"Pendleton County"," Kentucky",21191,"0500000US021191","Cardiovascular diseases",-42.96
"Perry County"," Kentucky",21193,"0500000US021193","Cardiovascular diseases",-13.37
"Pike County"," Kentucky",21195,"0500000US021195","Cardiovascular diseases",-37.22
"Powell County"," Kentucky",21197,"0500000US021197","Cardiovascular diseases",-15.61
"Pulaski County"," Kentucky",21199,"0500000US021199","Cardiovascular diseases",-38.09
"Robertson County"," Kentucky",21201,"0500000US021201","Cardiovascular diseases",-28.78
"Rockcastle County"," Kentucky",21203,"0500000US021203","Cardiovascular diseases",-23.99
"Rowan County"," Kentucky",21205,"0500000US021205","Cardiovascular diseases",-39.1
"Russell County"," Kentucky",21207,"0500000US021207","Cardiovascular diseases",-33.9
"Scott County"," Kentucky",21209,"0500000US021209","Cardiovascular diseases",-43.56
"Shelby County"," Kentucky",21211,"0500000US021211","Cardiovascular diseases",-45.9
"Simpson County"," Kentucky",21213,"0500000US021213","Cardiovascular diseases",-35.35
"Spencer County"," Kentucky",21215,"0500000US021215","Cardiovascular diseases",-47.78
"Taylor County"," Kentucky",21217,"0500000US021217","Cardiovascular diseases",-37.02
"Todd County"," Kentucky",21219,"0500000US021219","Cardiovascular diseases",-38.2
"Trigg County"," Kentucky",21221,"0500000US021221","Cardiovascular diseases",-42.72
"Trimble County"," Kentucky",21223,"0500000US021223","Cardiovascular diseases",-42.15
"Union County"," Kentucky",21225,"0500000US021225","Cardiovascular diseases",-44.46
"Warren County"," Kentucky",21227,"0500000US021227","Cardiovascular diseases",-45.45
"Washington County"," Kentucky",21229,"0500000US021229","Cardiovascular diseases",-47.58
"Wayne County"," Kentucky",21231,"0500000US021231","Cardiovascular diseases",-36.57
"Webster County"," Kentucky",21233,"0500000US021233","Cardiovascular diseases",-38.66
"Whitley County"," Kentucky",21235,"0500000US021235","Cardiovascular diseases",-22.31
"Wolfe County"," Kentucky",21237,"0500000US021237","Cardiovascular diseases",-23.59
"Woodford County"," Kentucky",21239,"0500000US021239","Cardiovascular diseases",-48.12
"Acadia Parish"," Louisiana",22001,"0500000US022001","Cardiovascular diseases",-36.13
"Allen Parish"," Louisiana",22003,"0500000US022003","Cardiovascular diseases",-59.52
"Ascension Parish"," Louisiana",22005,"0500000US022005","Cardiovascular diseases",-46.43
"Assumption Parish"," Louisiana",22007,"0500000US022007","Cardiovascular diseases",-46.68
"Avoyelles Parish"," Louisiana",22009,"0500000US022009","Cardiovascular diseases",-32.86
"Beauregard Parish"," Louisiana",22011,"0500000US022011","Cardiovascular diseases",-34.94
"Bienville Parish"," Louisiana",22013,"0500000US022013","Cardiovascular diseases",-36.62
"Bossier Parish"," Louisiana",22015,"0500000US022015","Cardiovascular diseases",-49.06
"Caddo Parish"," Louisiana",22017,"0500000US022017","Cardiovascular diseases",-49.12
"Calcasieu Parish"," Louisiana",22019,"0500000US022019","Cardiovascular diseases",-30.1
